Material,Diameter_Inch,Roughness_mm,Pressure_PSI,Flow_LPM,Leaked_Flag
PVC,1.0,0.0025,30.0,42.5,0
PVC,1.0,0.0025,30.04,42.6,0
PVC,1.0,0.0025,30.06,42.6,0
PVC,1.0,0.0025,29.98,42.5,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,30.06,42.5,0
PVC,1.0,0.0025,30.05,42.2,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,30.02,42.2,0
PVC,1.0,0.0025,30.09,42.6,0
PVC,1.0,0.0025,29.99,42.7,0
PVC,1.0,0.0025,29.92,42.5,0
PVC,1.0,0.0025,30.04,42.5,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,29.95,42.5,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,30.02,42.6,0
PVC,1.0,0.0025,30.01,42.6,0
PVC,1.0,0.0025,29.94,42.1,0
PVC,1.0,0.0025,29.95,43.2,0
PVC,1.0,0.0025,29.95,42.2,0
PVC,1.0,0.0025,30.08,42.6,0
PVC,1.0,0.0025,30.11,42.2,0
PVC,1.0,0.0025,30.06,42.7,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,30.01,42.7,0
PVC,1.0,0.0025,30.06,42.5,0
PVC,1.0,0.0025,29.99,42.5,0
PVC,1.0,0.0025,29.99,42.7,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,29.98,42.7,0
PVC,1.0,0.0025,30.04,42.1,0
PVC,1.0,0.0025,30.07,42.5,0
PVC,1.0,0.0025,30.03,42.3,0
PVC,1.0,0.0025,29.97,42.5,0
PVC,1.0,0.0025,30.03,42.8,0
PVC,1.0,0.0025,29.96,42.5,0
PVC,1.0,0.0025,30.0,42.7,0
PVC,1.0,0.0025,30.0,42.8,0
PVC,1.0,0.0025,29.99,42.3,0
PVC,1.0,0.0025,29.95,42.5,0
PVC,1.0,0.0025,30.03,42.1,0
PVC,1.0,0.0025,30.04,42.9,0
PVC,1.0,0.0025,30.03,42.4,0
PVC,1.0,0.0025,29.97,42.4,0
PVC,1.0,0.0025,29.96,42.3,0
PVC,1.0,0.0025,30.05,42.7,0
PVC,1.0,0.0025,30.02,42.4,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,30.02,43.0,0
PVC,1.0,0.0025,29.88,42.9,0
PVC,1.0,0.0025,30.03,42.7,0
PVC,1.0,0.0025,29.96,42.4,0
PVC,1.0,0.0025,30.02,42.7,0
PVC,1.0,0.0025,29.97,42.6,0
PVC,1.0,0.0025,29.96,42.4,0
PVC,1.0,0.0025,30.04,42.7,0
PVC,1.0,0.0025,30.08,42.6,0
PVC,1.0,0.0025,29.92,42.4,0
PVC,1.0,0.0025,30.04,42.7,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,29.97,42.5,0
PVC,1.0,0.0025,30.07,43.0,0
PVC,1.0,0.0025,29.9,42.4,0
PVC,1.0,0.0025,29.92,42.4,0
PVC,1.0,0.0025,29.96,42.5,0
PVC,1.0,0.0025,30.1,42.5,0
PVC,1.0,0.0025,30.0,43.0,0
PVC,1.0,0.0025,30.05,43.0,0
PVC,1.0,0.0025,30.03,42.8,0
PVC,1.0,0.0025,30.02,43.1,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,29.97,42.5,0
PVC,1.0,0.0025,29.92,42.7,0
PVC,1.0,0.0025,29.97,42.3,0
PVC,1.0,0.0025,30.07,42.7,0
PVC,1.0,0.0025,30.01,42.9,0
PVC,1.0,0.0025,30.0,42.3,0
PVC,1.0,0.0025,29.99,42.8,0
PVC,1.0,0.0025,30.08,42.8,0
PVC,1.0,0.0025,30.02,43.0,0
PVC,1.0,0.0025,29.95,42.5,0
PVC,1.0,0.0025,29.95,42.8,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,30.02,42.6,0
PVC,1.0,0.0025,29.97,42.6,0
PVC,1.0,0.0025,30.04,42.4,0
PVC,1.0,0.0025,29.89,42.5,0
PVC,1.0,0.0025,30.0,42.3,0
PVC,1.0,0.0025,29.95,42.7,0
PVC,1.0,0.0025,30.08,42.7,0
PVC,1.0,0.0025,29.97,42.7,0
PVC,1.0,0.0025,30.05,43.0,0
PVC,1.0,0.0025,29.96,42.9,0
PVC,1.0,0.0025,29.95,42.1,0
PVC,1.0,0.0025,29.93,43.0,0
PVC,1.0,0.0025,29.95,42.6,0
PVC,1.0,0.0025,30.04,42.6,0
PVC,1.0,0.0025,30.02,42.5,0
PVC,1.0,0.0025,29.97,42.7,0
PVC,1.0,0.0025,30.0,42.8,0
PVC,1.0,0.0025,30.05,42.6,0
PVC,1.0,0.0025,30.09,42.5,0
PVC,1.0,0.0025,29.95,42.6,0
PVC,1.0,0.0025,29.98,42.4,0
PVC,1.0,0.0025,30.07,42.5,0
PVC,1.0,0.0025,30.06,42.8,0
PVC,1.0,0.0025,30.12,42.8,0
PVC,1.0,0.0025,29.98,42.7,0
PVC,1.0,0.0025,30.06,42.3,0
PVC,1.0,0.0025,30.02,42.8,0
PVC,1.0,0.0025,29.97,42.6,0
PVC,1.0,0.0025,30.01,42.6,0
PVC,1.0,0.0025,29.97,42.4,0
PVC,1.0,0.0025,30.02,42.5,0
PVC,1.0,0.0025,30.05,42.3,0
PVC,1.0,0.0025,30.04,42.6,0
PVC,1.0,0.0025,30.02,42.7,0
PVC,1.0,0.0025,30.02,42.4,0
PVC,1.0,0.0025,29.96,42.7,0
PVC,1.0,0.0025,30.07,42.7,0
PVC,1.0,0.0025,29.98,42.9,0
PVC,1.0,0.0025,29.92,42.3,0
PVC,1.0,0.0025,29.97,42.6,0
PVC,1.0,0.0025,29.94,42.6,0
PVC,1.0,0.0025,29.98,42.2,0
PVC,1.0,0.0025,30.01,42.1,0
PVC,1.0,0.0025,30.03,42.0,0
PVC,1.0,0.0025,29.97,42.7,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,30.04,42.6,0
PVC,1.0,0.0025,29.96,42.9,0
PVC,1.0,0.0025,30.04,42.3,0
PVC,1.0,0.0025,30.0,42.5,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,29.93,42.5,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,29.91,42.2,0
PVC,1.0,0.0025,29.98,42.4,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,29.92,42.6,0
PVC,1.0,0.0025,30.01,42.8,0
PVC,1.0,0.0025,29.96,42.4,0
PVC,1.0,0.0025,29.99,42.5,0
PVC,1.0,0.0025,30.04,42.5,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,30.06,42.5,0
PVC,1.0,0.0025,30.03,42.7,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,30.02,42.5,0
PVC,1.0,0.0025,29.97,42.7,0
PVC,1.0,0.0025,30.01,42.3,0
PVC,1.0,0.0025,29.98,42.5,0
PVC,1.0,0.0025,30.0,42.5,0
PVC,1.0,0.0025,30.04,42.7,0
PVC,1.0,0.0025,30.09,42.3,0
PVC,1.0,0.0025,30.01,42.7,0
PVC,1.0,0.0025,29.99,42.6,0
PVC,1.0,0.0025,30.01,42.9,0
PVC,1.0,0.0025,30.07,42.5,0
PVC,1.0,0.0025,30.01,42.6,0
PVC,1.0,0.0025,29.99,42.3,0
PVC,1.0,0.0025,30.08,42.6,0
PVC,1.0,0.0025,30.01,42.9,0
PVC,1.0,0.0025,30.01,42.6,0
PVC,1.0,0.0025,29.98,42.7,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,29.9,42.2,0
PVC,1.0,0.0025,29.92,42.8,0
PVC,1.0,0.0025,29.95,42.5,0
PVC,1.0,0.0025,30.01,42.7,0
PVC,1.0,0.0025,30.0,42.9,0
PVC,1.0,0.0025,29.98,42.9,0
PVC,1.0,0.0025,30.02,42.8,0
PVC,1.0,0.0025,29.9,42.8,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,30.02,42.4,0
PVC,1.0,0.0025,30.03,42.8,0
PVC,1.0,0.0025,29.92,42.1,0
PVC,1.0,0.0025,30.03,42.5,0
PVC,1.0,0.0025,29.94,42.5,0
PVC,1.0,0.0025,30.12,42.5,0
PVC,1.0,0.0025,29.87,42.0,0
PVC,1.0,0.0025,30.02,42.6,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,29.96,42.3,0
PVC,1.0,0.0025,29.97,42.1,0
PVC,1.0,0.0025,30.06,42.2,0
PVC,1.0,0.0025,29.92,42.6,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,29.98,42.7,0
PVC,1.0,0.0025,29.96,42.5,0
PVC,1.0,0.0025,29.97,42.6,0
PVC,1.0,0.0025,29.96,42.4,0
PVC,1.0,0.0025,30.04,42.1,0
PVC,1.0,0.0025,29.95,42.3,0
PVC,1.0,0.0025,30.13,42.6,0
PVC,1.0,0.0025,30.08,42.4,0
PVC,1.0,0.0025,30.06,42.8,0
PVC,1.0,0.0025,30.01,42.6,0
PVC,1.0,0.0025,29.98,42.5,0
PVC,1.0,0.0025,30.06,42.6,0
PVC,1.0,0.0025,29.96,43.0,0
PVC,1.0,0.0025,29.94,42.1,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,30.04,42.4,0
PVC,1.0,0.0025,29.96,42.2,0
PVC,1.0,0.0025,30.05,42.6,0
PVC,1.0,0.0025,30.03,42.3,0
PVC,1.0,0.0025,30.05,42.9,0
PVC,1.0,0.0025,30.02,42.7,0
PVC,1.0,0.0025,29.91,42.7,0
PVC,1.0,0.0025,30.0,42.9,0
PVC,1.0,0.0025,30.11,42.6,0
PVC,1.0,0.0025,30.02,42.8,0
PVC,1.0,0.0025,29.88,42.3,0
PVC,1.0,0.0025,29.95,42.6,0
PVC,1.0,0.0025,29.97,42.0,0
PVC,1.0,0.0025,30.02,42.7,0
PVC,1.0,0.0025,29.92,42.6,0
PVC,1.0,0.0025,30.0,42.5,0
PVC,1.0,0.0025,30.09,42.4,0
PVC,1.0,0.0025,29.95,43.1,0
PVC,1.0,0.0025,29.92,42.6,0
PVC,1.0,0.0025,29.93,42.6,0
PVC,1.0,0.0025,29.96,42.8,0
PVC,1.0,0.0025,29.92,42.4,0
PVC,1.0,0.0025,30.05,42.1,0
PVC,1.0,0.0025,30.09,42.5,0
PVC,1.0,0.0025,30.04,42.6,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,30.08,42.4,0
PVC,1.0,0.0025,30.08,43.2,0
PVC,1.0,0.0025,30.07,42.1,0
PVC,1.0,0.0025,30.01,42.7,0
PVC,1.0,0.0025,30.1,42.6,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,29.95,42.4,0
PVC,1.0,0.0025,30.08,42.8,0
PVC,1.0,0.0025,29.89,42.5,0
PVC,1.0,0.0025,30.01,42.3,0
PVC,1.0,0.0025,30.0,42.7,0
PVC,1.0,0.0025,29.98,42.8,0
PVC,1.0,0.0025,30.0,42.8,0
PVC,1.0,0.0025,30.05,42.6,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,29.99,42.5,0
PVC,1.0,0.0025,30.06,42.4,0
PVC,1.0,0.0025,29.96,42.8,0
PVC,1.0,0.0025,30.01,42.1,0
PVC,1.0,0.0025,30.02,42.4,0
PVC,1.0,0.0025,30.01,42.5,0
PVC,1.0,0.0025,29.95,43.0,0
PVC,1.0,0.0025,30.09,43.0,0
PVC,1.0,0.0025,29.97,42.7,0
PVC,1.0,0.0025,29.96,42.8,0
PVC,1.0,0.0025,29.93,42.6,0
PVC,1.0,0.0025,30.08,42.8,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,30.0,42.4,0
PVC,1.0,0.0025,29.9,42.5,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,29.98,42.8,0
PVC,1.0,0.0025,30.03,42.7,0
PVC,1.0,0.0025,29.92,42.7,0
PVC,1.0,0.0025,30.07,42.4,0
PVC,1.0,0.0025,30.03,42.5,0
PVC,1.0,0.0025,29.94,42.5,0
PVC,1.0,0.0025,29.94,42.5,0
PVC,1.0,0.0025,29.9,42.5,0
PVC,1.0,0.0025,29.95,42.3,0
PVC,1.0,0.0025,30.05,42.5,0
PVC,1.0,0.0025,30.06,42.7,0
PVC,1.0,0.0025,29.95,42.0,0
PVC,1.0,0.0025,29.98,42.6,0
PVC,1.0,0.0025,30.0,42.5,0
PVC,1.0,0.0025,30.03,42.9,0
PVC,1.0,0.0025,29.96,42.3,0
PVC,1.0,0.0025,29.93,42.9,0
PVC,1.0,0.0025,30.09,42.4,0
PVC,1.0,0.0025,29.89,42.5,0
PVC,1.0,0.0025,30.04,42.9,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,30.07,42.9,0
PVC,1.0,0.0025,29.95,42.3,0
PVC,1.0,0.0025,29.94,42.5,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,29.93,41.9,0
PVC,1.0,0.0025,29.95,42.5,0
PVC,1.0,0.0025,29.99,42.5,0
PVC,1.0,0.0025,30.05,42.2,0
PVC,1.0,0.0025,29.97,42.4,0
PVC,1.0,0.0025,30.08,42.7,0
PVC,1.0,0.0025,30.13,42.6,0
PVC,1.0,0.0025,29.96,42.5,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,30.11,42.5,0
PVC,1.0,0.0025,30.11,41.8,0
PVC,1.0,0.0025,29.95,42.6,0
PVC,1.0,0.0025,30.04,41.9,0
PVC,1.0,0.0025,30.19,42.6,0
PVC,1.0,0.0025,29.98,42.9,0
PVC,1.0,0.0025,29.83,42.3,0
PVC,1.0,0.0025,30.07,42.3,0
PVC,1.0,0.0025,29.91,42.6,0
PVC,1.0,0.0025,29.9,42.4,0
PVC,1.0,0.0025,30.06,42.7,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,30.03,42.7,0
PVC,1.0,0.0025,29.87,41.6,0
PVC,1.0,0.0025,29.9,43.9,0
PVC,1.0,0.0025,29.91,41.9,0
PVC,1.0,0.0025,30.16,42.6,0
PVC,1.0,0.0025,30.21,41.9,0
PVC,1.0,0.0025,30.11,42.8,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,30.02,42.9,0
PVC,1.0,0.0025,30.12,42.5,0
PVC,1.0,0.0025,29.97,42.3,0
PVC,1.0,0.0025,29.98,42.8,0
PVC,1.0,0.0025,30.02,42.4,0
PVC,1.0,0.0025,29.96,42.8,0
PVC,1.0,0.0025,30.08,41.6,0
PVC,1.0,0.0025,30.15,42.5,0
PVC,1.0,0.0025,30.06,42.1,0
PVC,1.0,0.0025,29.94,42.4,0
PVC,1.0,0.0025,30.05,43.1,0
PVC,1.0,0.0025,29.93,42.4,0
PVC,1.0,0.0025,29.99,43.0,0
PVC,1.0,0.0025,29.97,42.0,0
PVC,1.0,0.0025,29.91,42.4,0
PVC,1.0,0.0025,30.06,41.7,0
PVC,1.0,0.0025,30.09,43.3,0
PVC,1.0,0.0025,30.06,42.2,0
PVC,1.0,0.0025,29.95,42.2,0
PVC,1.0,0.0025,29.93,42.0,0
PVC,1.0,0.0025,30.09,42.9,0
PVC,1.0,0.0025,30.04,42.3,0
PVC,1.0,0.0025,30.03,42.2,0
PVC,1.0,0.0025,29.98,42.1,0
PVC,1.0,0.0025,30.03,43.4,0
PVC,1.0,0.0025,29.76,43.2,0
PVC,1.0,0.0025,30.06,42.9,0
PVC,1.0,0.0025,29.92,42.2,0
PVC,1.0,0.0025,30.05,42.7,0
PVC,1.0,0.0025,29.93,42.6,0
PVC,1.0,0.0025,29.93,42.2,0
PVC,1.0,0.0025,30.09,42.9,0
PVC,1.0,0.0025,30.16,42.7,0
PVC,1.0,0.0025,29.84,42.3,0
PVC,1.0,0.0025,30.08,42.9,0
PVC,1.0,0.0025,29.97,42.3,0
PVC,1.0,0.0025,29.95,42.5,0
PVC,1.0,0.0025,30.14,43.3,0
PVC,1.0,0.0025,29.81,42.3,0
PVC,1.0,0.0025,29.84,42.2,0
PVC,1.0,0.0025,29.91,42.5,0
PVC,1.0,0.0025,30.2,42.5,0
PVC,1.0,0.0025,30.0,43.5,0
PVC,1.0,0.0025,30.1,43.5,0
PVC,1.0,0.0025,30.06,43.0,0
PVC,1.0,0.0025,30.05,43.6,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,29.94,42.5,0
PVC,1.0,0.0025,29.84,42.7,0
PVC,1.0,0.0025,29.93,42.0,0
PVC,1.0,0.0025,30.13,42.7,0
PVC,1.0,0.0025,30.03,43.2,0
PVC,1.0,0.0025,30.0,42.1,0
PVC,1.0,0.0025,29.98,43.1,0
PVC,1.0,0.0025,30.17,43.1,0
PVC,1.0,0.0025,30.03,43.4,0
PVC,1.0,0.0025,29.89,42.5,0
PVC,1.0,0.0025,29.9,43.1,0
PVC,1.0,0.0025,29.98,42.3,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,29.95,42.7,0
PVC,1.0,0.0025,30.08,42.2,0
PVC,1.0,0.0025,29.79,42.5,0
PVC,1.0,0.0025,30.0,42.0,0
PVC,1.0,0.0025,29.89,42.9,0
PVC,1.0,0.0025,30.16,42.8,0
PVC,1.0,0.0025,29.93,42.9,0
PVC,1.0,0.0025,30.1,43.4,0
PVC,1.0,0.0025,29.91,43.2,0
PVC,1.0,0.0025,29.91,41.6,0
PVC,1.0,0.0025,29.86,43.4,0
PVC,1.0,0.0025,29.9,42.6,0
PVC,1.0,0.0025,30.07,42.6,0
PVC,1.0,0.0025,30.04,42.4,0
PVC,1.0,0.0025,29.94,42.9,0
PVC,1.0,0.0025,30.0,43.0,0
PVC,1.0,0.0025,30.11,42.7,0
PVC,1.0,0.0025,30.18,42.4,0
PVC,1.0,0.0025,29.9,42.7,0
PVC,1.0,0.0025,29.97,42.3,0
PVC,1.0,0.0025,30.13,42.5,0
PVC,1.0,0.0025,30.12,42.9,0
PVC,1.0,0.0025,30.24,43.1,0
PVC,1.0,0.0025,29.96,42.8,0
PVC,1.0,0.0025,30.13,42.0,0
PVC,1.0,0.0025,30.03,43.1,0
PVC,1.0,0.0025,29.94,42.6,0
PVC,1.0,0.0025,30.02,42.7,0
PVC,1.0,0.0025,29.94,42.2,0
PVC,1.0,0.0025,30.05,42.4,0
PVC,1.0,0.0025,30.1,42.0,0
PVC,1.0,0.0025,30.09,42.7,0
PVC,1.0,0.0025,30.03,42.9,0
PVC,1.0,0.0025,30.04,42.2,0
PVC,1.0,0.0025,29.92,42.8,0
PVC,1.0,0.0025,30.13,42.7,0
PVC,1.0,0.0025,29.96,43.2,0
PVC,1.0,0.0025,29.84,42.0,0
PVC,1.0,0.0025,29.93,42.6,0
PVC,1.0,0.0025,29.89,42.6,0
PVC,1.0,0.0025,29.96,41.9,0
PVC,1.0,0.0025,30.03,41.7,0
PVC,1.0,0.0025,30.05,41.3,0
PVC,1.0,0.0025,29.93,42.9,0
PVC,1.0,0.0025,29.97,42.6,0
PVC,1.0,0.0025,30.08,42.6,0
PVC,1.0,0.0025,29.91,43.2,0
PVC,1.0,0.0025,30.09,42.1,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,29.97,42.3,0
PVC,1.0,0.0025,29.86,42.5,0
PVC,1.0,0.0025,29.96,42.7,0
PVC,1.0,0.0025,29.82,41.8,0
PVC,1.0,0.0025,29.96,42.2,0
PVC,1.0,0.0025,29.96,42.7,0
PVC,1.0,0.0025,29.83,42.6,0
PVC,1.0,0.0025,30.02,43.1,0
PVC,1.0,0.0025,29.93,42.3,0
PVC,1.0,0.0025,29.97,42.4,0
PVC,1.0,0.0025,30.08,42.5,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,30.12,42.4,0
PVC,1.0,0.0025,30.05,42.8,0
PVC,1.0,0.0025,30.03,42.2,0
PVC,1.0,0.0025,30.04,42.4,0
PVC,1.0,0.0025,29.93,42.9,0
PVC,1.0,0.0025,30.01,42.0,0
PVC,1.0,0.0025,29.97,42.5,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,30.08,42.9,0
PVC,1.0,0.0025,30.19,42.0,0
PVC,1.0,0.0025,30.02,42.8,0
PVC,1.0,0.0025,29.98,42.7,0
PVC,1.0,0.0025,30.01,43.3,0
PVC,1.0,0.0025,30.14,42.4,0
PVC,1.0,0.0025,30.02,42.7,0
PVC,1.0,0.0025,29.98,42.1,0
PVC,1.0,0.0025,30.17,42.7,0
PVC,1.0,0.0025,30.02,43.3,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,29.96,42.9,0
PVC,1.0,0.0025,29.91,42.6,0
PVC,1.0,0.0025,29.8,41.9,0
PVC,1.0,0.0025,29.85,43.0,0
PVC,1.0,0.0025,29.9,42.4,0
PVC,1.0,0.0025,30.02,42.9,0
PVC,1.0,0.0025,30.01,43.2,0
PVC,1.0,0.0025,29.96,43.2,0
PVC,1.0,0.0025,30.0,42.5,0
PVC,1.0,0.0025,30.04,42.9,0
PVC,1.0,0.0025,29.81,43.0,0
PVC,1.0,0.0025,30.05,42.5,0
PVC,1.0,0.0025,30.04,42.2,0
PVC,1.0,0.0025,30.07,43.0,0
PVC,1.0,0.0025,29.84,41.7,0
PVC,1.0,0.0025,30.06,42.5,0
PVC,1.0,0.0025,29.87,42.4,0
PVC,1.0,0.0025,30.24,42.5,0
PVC,1.0,0.0025,29.74,41.5,0
PVC,1.0,0.0025,30.05,42.7,0
PVC,1.0,0.0025,29.99,42.2,0
PVC,1.0,0.0025,29.98,42.1,0
PVC,1.0,0.0025,30.02,42.4,0
PVC,1.0,0.0025,29.93,42.0,0
PVC,1.0,0.0025,29.94,41.7,0
PVC,1.0,0.0025,30.12,41.8,0
PVC,1.0,0.0025,29.84,42.7,0
PVC,1.0,0.0025,29.93,42.6,0
PVC,1.0,0.0025,29.96,42.7,0
PVC,1.0,0.0025,29.93,42.4,0
PVC,1.0,0.0025,29.94,42.6,0
PVC,1.0,0.0025,29.92,42.3,0
PVC,1.0,0.0025,30.08,41.7,0
PVC,1.0,0.0025,29.89,42.1,0
PVC,1.0,0.0025,30.25,42.7,0
PVC,1.0,0.0025,30.16,42.3,0
PVC,1.0,0.0025,30.11,43.1,0
PVC,1.0,0.0025,30.03,42.6,0
PVC,1.0,0.0025,29.97,42.4,0
PVC,1.0,0.0025,30.13,42.6,0
PVC,1.0,0.0025,29.92,43.5,0
PVC,1.0,0.0025,29.88,41.6,0
PVC,1.0,0.0025,30.03,42.5,0
PVC,1.0,0.0025,30.07,42.2,0
PVC,1.0,0.0025,29.92,41.8,0
PVC,1.0,0.0025,30.11,42.6,0
PVC,1.0,0.0025,30.06,42.1,0
PVC,1.0,0.0025,30.1,43.2,0
PVC,1.0,0.0025,30.05,42.9,0
PVC,1.0,0.0025,29.81,42.8,0
PVC,1.0,0.0025,30.0,43.1,0
PVC,1.0,0.0025,30.22,42.6,0
PVC,1.0,0.0025,30.04,43.1,0
PVC,1.0,0.0025,29.76,42.1,0
PVC,1.0,0.0025,29.91,42.5,0
PVC,1.0,0.0025,29.95,41.4,0
PVC,1.0,0.0025,30.04,42.8,0
PVC,1.0,0.0025,29.83,42.6,0
PVC,1.0,0.0025,30.0,42.3,0
PVC,1.0,0.0025,30.19,42.3,0
PVC,1.0,0.0025,29.89,43.6,0
PVC,1.0,0.0025,29.83,42.6,0
PVC,1.0,0.0025,29.86,42.6,0
PVC,1.0,0.0025,29.93,43.0,0
PVC,1.0,0.0025,29.84,42.2,0
PVC,1.0,0.0025,30.09,41.6,0
PVC,1.0,0.0025,30.19,42.4,0
PVC,1.0,0.0025,30.01,42.6,0
PVC,1.0,0.0025,30.08,42.6,0
PVC,1.0,0.0025,29.99,42.1,0
PVC,1.0,0.0025,30.17,42.3,0
PVC,1.0,0.0025,30.17,43.7,0
PVC,1.0,0.0025,30.15,41.6,0
PVC,1.0,0.0025,30.03,42.9,0
PVC,1.0,0.0025,30.21,42.7,0
PVC,1.0,0.0025,30.01,42.4,0
PVC,1.0,0.0025,29.9,42.3,0
PVC,1.0,0.0025,30.15,43.1,0
PVC,1.0,0.0025,29.77,42.5,0
PVC,1.0,0.0025,30.02,42.1,0
PVC,1.0,0.0025,30.0,42.9,0
PVC,1.0,0.0025,29.95,43.0,0
PVC,1.0,0.0025,29.99,43.1,0
PVC,1.0,0.0025,30.1,42.6,0
PVC,1.0,0.0025,29.96,42.6,0
PVC,1.0,0.0025,29.98,42.4,0
PVC,1.0,0.0025,30.12,42.3,0
PVC,1.0,0.0025,29.92,43.0,0
PVC,1.0,0.0025,30.02,41.7,0
PVC,1.0,0.0025,30.04,42.3,0
PVC,1.0,0.0025,30.03,42.4,0
PVC,1.0,0.0025,29.91,43.3,0
PVC,1.0,0.0025,30.17,43.4,0
PVC,1.0,0.0025,29.93,42.8,0
PVC,1.0,0.0025,29.92,43.1,0
PVC,1.0,0.0025,29.85,42.7,0
PVC,1.0,0.0025,30.15,43.1,0
PVC,1.0,0.0025,29.98,42.1,0
PVC,1.0,0.0025,29.96,42.7,0
PVC,1.0,0.0025,30.0,42.3,0
PVC,1.0,0.0025,29.8,42.4,0
PVC,1.0,0.0025,30.01,42.3,0
PVC,1.0,0.0025,29.96,43.0,0
PVC,1.0,0.0025,30.06,42.8,0
PVC,1.0,0.0025,29.83,42.8,0
PVC,1.0,0.0025,30.15,42.2,0
PVC,1.0,0.0025,30.05,42.4,0
PVC,1.0,0.0025,29.88,42.4,0
PVC,1.0,0.0025,29.89,42.5,0
PVC,1.0,0.0025,29.8,42.4,0
PVC,1.0,0.0025,29.91,42.0,0
PVC,1.0,0.0025,30.11,42.5,0
PVC,1.0,0.0025,30.12,42.8,0
PVC,1.0,0.0025,29.9,41.5,0
PVC,1.0,0.0025,29.96,42.7,0
PVC,1.0,0.0025,29.99,42.4,0
PVC,1.0,0.0025,30.07,43.2,0
PVC,1.0,0.0025,29.91,42.1,0
PVC,1.0,0.0025,29.86,43.3,0
PVC,1.0,0.0025,30.17,42.2,0
PVC,1.0,0.0025,29.78,42.5,0
PVC,1.0,0.0025,30.09,43.2,0
PVC,1.0,0.0025,30.06,42.7,0
PVC,1.0,0.0025,30.13,43.3,0
PVC,1.0,0.0025,29.91,42.0,0
PVC,1.0,0.0025,29.88,42.5,0
PVC,1.0,0.0025,30.01,42.3,0
PVC,1.0,0.0025,29.86,41.2,0
PVC,1.0,0.0025,29.89,42.5,0
PVC,1.0,0.0025,29.98,42.4,0
PVC,1.0,0.0025,30.11,41.9,0
PVC,1.0,0.0025,29.95,42.3,0
PVC,1.0,0.0025,30.41,43.0,0
PVC,1.0,0.0025,30.63,43.0,0
PVC,1.0,0.0025,29.82,42.1,0
PVC,1.0,0.0025,29.8,42.5,0
PVC,1.0,0.0025,30.57,42.1,0
PVC,1.0,0.0025,30.53,38.8,0
PVC,1.0,0.0025,29.75,42.9,0
PVC,1.0,0.0025,30.22,39.1,0
PVC,1.0,0.0025,30.95,42.7,0
PVC,1.0,0.0025,29.89,44.3,0
PVC,1.0,0.0025,29.15,41.5,0
PVC,1.0,0.0025,30.37,41.5,0
PVC,1.0,0.0025,29.57,43.0,0
